AUNumber,InstName,Category,IUNumber,IU,CountyName,StatusDescription,EffectiveDate,PhoneNumber,PhoneNumberExtn,WebAddress,MailingAddressLine1,MailingAddressLine2,MailingCity,MailingState,MailingZipCode,MailingZipCodeExtn,LocationAddressLine1,LocationAddressLine2,LocationCity,LocationState,LocationZipCode,LocationZipCodeExtn,Title,Salutation,FirstName,MiddleInitial,LastName,Suffix,AdminPhoneNumber,AdminPhoneNumberExtn,CommissionStartDate,CommissionExpirationDate,
300657350,Prince of Peace Nursery School,"Licensed, Private Academic School",7,Westmoreland IU 7,Westmoreland,Open,10/01/1992,(724)537-7273,,,1325 Mission Road,,Latrobe,PA,15650,0000,1325 Mission Rd,,Latrobe,PA,15650,,Director,Ms,Christine,F,Schmitt,,(724)539-8046,,,,
326061034,Princes and Princesses Day Care,Miscellaneous,,,Berks,Open,10/09/2019,(610)370-7755,,,1360 North 10th Street,,Reading,PA,19601,,1360 North 10th Street,,Reading,PA,19601,,Director,Ms,Sor,A,Ferreras,,(646)296-8409,,,,
426519299,Prism Career Institute,Private Licensed School,,,Philadelphia,Open,10/06/2004,(215)331-4600,,https://www.prismcareerinstitute.edu/locations/philadelphia/,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,Chief Executive Officer,Mr,Ed,,Alkhal,,(215)331-4600,,,,
426519299,Prism Career Institute,Private Licensed School,,,Philadelphia,Open,10/06/2004,(215)331-4600,,https://www.prismcareerinstitute.edu/locations/philadelphia/,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,Chief Executive Officer,Mr,Jeff,,Mann,,(215)331-4600,,,,
426519299,Prism Career Institute,Private Licensed School,,,Philadelphia,Open,10/06/2004,(215)331-4600,,https://www.prismcareerinstitute.edu/locations/philadelphia/,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,Chief Executive Officer,Ms,Shari,,Rossino,,(215)331-4600,,,,
404001906,Prism Health Aide Training Inc,Private Licensed School,,,Philadelphia,Open,01/15/2007,(215)329-1322,,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,Chief Executive Officer,Ms,Donna,,Zarbatany,,(215)329-1322,,,,
404001906,Prism Health Aide Training Inc,Private Licensed School,,,Philadelphia,Open,01/15/2007,(215)329-1322,,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,8040 Roosevelt Blvd,,Philadelphia,PA,19152,,Chief Executive Officer,Ms,Karen,,Jordan-Souvigney,,(215)329-1322,,,,
300146500,Private Industry Cncl Centre,Miscellaneous,10,Central IU 10,Centre,Open,06/11/1996,(814)237-8998,,,2595 Clyde Ave Ste 1,,State College,PA,16801,7554,2595 Clyde Ave Ste 1,,State College,PA,16801,7554,Director,Ms,Cheryl, ,Johnson,,(814)237-8998,,,,
300657450,Private Industry Council of Westmoreland/Fayette Inc,Miscellaneous,7,Westmoreland IU 7,Westmoreland,Open,10/17/1994,(724)836-2600,,,219 Donohoe Rd,,Greensburg,PA,15601,6987,219 Donohoe Rd,,Greensburg,PA,15601,6987,Chief Executive Officer,Mr,Tim,,Yurcisin,,(724)836-2600,,,,
300227280,Probe/New Choices,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,09/11/1991,(717)939-2260,,,900 Cumbler St,,Steelton,PA,17113,2811,900 Cumbler St,,Steelton,PA,17113,2811,Director,Ms,Linda, ,Grudi,,,,,,
300389500,Probe/New Choices/New Options,Miscellaneous,13,Lancaster-Lebanon IU 13,Lebanon,Open,11/22/2000,(717)273-2090,,,"834 Cumberland St., #201-202",,Lebanon,PA,17042,,"834 Cumberland St., #201-202",,Lebanon,PA,17042,,Director,Ms,Angelica,F,Brennan,,(717)273-2090,,,,
326510026,Prodigy Learning Center,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,08/12/2003,,,,3345 Hunting Park Avenue,,Philadelphia,PA,19132,,3345 Hunting Park Avenue,,Philadelphia,PA,19132,,,,,,,,,,,,
300515320,Prodigy Learning Centers,"Licensed, Private Academic School",26,Philadelphia IU 26,Philadelphia,Open,08/24/2001,(215)228-7678,,,3345 W Hunting Park Ave,,Philadelphia,PA,19132,,3345 W Hunting Park Ave,,Philadelphia,PA,19132,,Director,Ms,Catherine,,Kengor,,(610)495-6387,,,,
324513145,Prodigy Preparatory Inc,Miscellaneous,,,Philadelphia,Open,06/15/2020,(267)269-8290,,,1606 N 7th Street,,Philadelphia,PA,19122,,1606 N 7th Street,,Philadelphia,PA,19122,,Chief Executive Officer,Mr,Steven,,Williams,,(267)269-8290,,,,
303020050,Professional Development & Learning Support Services,Act 48 Independent Provider,,,Allegheny,Open,07/01/2003,(412)906-0045,,,119 June Drive,,Port Vue,PA,15133,,119 June Drive,,Port Vue,PA,15133,,,,,,,,,,,,
300006606,"Professional Development Associates, Inc.",Act 48 Independent Provider,,,Out-of-State,Open,12/20/2004,,,,103 Gary Place,,Staten Island,NY,10314,,103 Gary Place,,Staten Island,NY,10314,,,,,,,,,,,,
326510131,Professional Development Leadership Center -- Temple Univers,Act 48 Independent Provider,,,Philadelphia,Open,04/18/2001,,,,"College of Education, Ritter Hall",,Philadelphia,PA,19122,,"College of Education, Ritter Hall",,Philadelphia,PA,19122,,,,,,,,,,,,
416497439,Professional Drivers Academy,Private Licensed School,,,Northumberland,Open,07/01/1986,(570)523-3100,,https://www.pdacdl.com,2300 Housels Run Road,P.O. Box 475,Milton,PA,17847,,2300 Housels Run Road,P.O. Box 475,Milton,PA,17847,,Chief Executive Officer,Mr,Shawn,J,Reis,,(570)523-3100,,,,
416497439,Professional Drivers Academy,Private Licensed School,,,Northumberland,Open,07/01/1986,(570)523-3100,,https://www.pdacdl.com,2300 Housels Run Road,P.O. Box 475,Milton,PA,17847,,2300 Housels Run Road,P.O. Box 475,Milton,PA,17847,,Chief Executive Officer,Ms,Kathy,,Pentz,,(570)523-3100,,,,
364114632,PROFESSIONAL FAMILY CARE SERVICES INC,Miscellaneous,,,Cambria,Open,03/24/2010,(814)255-6780,,,937 MENOHER BLVD,,JOHNSTOWN,PA,15905,2838,937 MENOHER BLVD,,JOHNSTOWN,PA,15905,2838,Director,Ms,Michele,,Diguardi,,(814)255-6780,,,,
122000000,Professional Library,Library,,,Bucks,Open,01/15/2004,(215)348-2940,,,705 N Shady Retreat Rd ,,Doylestown ,PA,18901,2501,705 N Shady Retreat Rd ,,Doylestown ,PA,18901,2501,,,,,,,,,,,
315220074,Professional Standards and Practices Commission,Act 48 Independent Provider,,,Dauphin,Open,09/17/2003,(717)757-6576,,,333 Market St. ,,Harrisburg,PA,17126,0333,333 Market St. ,,Harrisburg,PA,17126,0333,,,,,,,,,,,
300034750,Program Workshop Arm Co,Miscellaneous,28,ARIN IU 28,Armstrong,Open,07/06/1990,,,,301 Oak Ave,,Kittanning,PA,16201,1311,301 Oak Ave,,Kittanning,PA,16201,1311,,,,,,,,,,,
300517570,Programs Employing People,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,,,,1200 S Broad St,,Philadelphia,PA,19146,3119,1200 S Broad St,,Philadelphia,PA,19146,3119,Executive Director,Mr,Graham,,Gill,,(215)389-4006,,,,
300227350,Progress Kindergarten Center,"Other Private, Non-Licensed Entity",15,Capital Area IU 15,Dauphin,Open,12/10/1996,,,,150 S Progress Ave,,Harrisburg,PA,17109,4624,150 S Progress Ave,,Harrisburg,PA,17109,4624,,,,,,,,,,,
384229918,Progress School,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,08/10/2007,(717)732-3893,,,3540 N Progress Avenue,,Harrisburg,PA,17110,9481,3540 N Progress Avenue,,Harrisburg,PA,17110,9481,Chief Administrative Officer,,,,Vacant,,,,,,
323460012,Progressions School,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,09/04/2002,(484)524-0031,,,564 Glasgow Street,,Pottstown,PA,19464,,564 Glasgow Street,,Pottstown,PA,19464,,Director,Ms,Alicia,C,Kukoski,,(610)323-4210,,,,
300006455,"PROJECT ARC, LLC",Act 48 Independent Provider,,,Out-of-State,Open,08/09/2019,(720)219-0268,,http://www.proj-arc.com,4900 Meining Road,,Berthoud,CO,80513,,4900 Meining Road,,Berthoud,CO,80513,,,,,,,,,,,,
322090057,Project CARE,Act 48 Independent Provider,,,Bucks,Open,06/25/2003,,,http://www.projectcare.org,PO Box 258,,Quakertown,PA,18951,,PO Box 258,,Quakertown,PA,18951,,,,,,,,,,,,
309467500,Project Coffehouse of Clinton County,Miscellaneous,,,Montgomery,Open,04/21/2017,(570)599-0279,,,PO Box 42,,Mointgomery,PA,17752,0042,PO Box 42,,Mointgomery,PA,17752,0042,Director,Ms,Amanda,,Fox,,(570)599-0279,,,,
355027316,Project Destiny Inc.,Miscellaneous,,,Allegheny,Open,10/24/2015,(412)231-1258,,,2200 California Avenue,,Pittsburgh,PA,15212,2868,2200 California Avenue,,Pittsburgh,PA,15212,2868,Director,Rev,Brenda,J,Gregg,,(412)231-1258,,,,
387513459,Project Forward Leap,Act 48 Independent Provider,,,Philadelphia,Open,06/17/2008,(215)568-2344,,,1706 Race Street,,Philadelphia,PA,19103,,1706 Race Street,,Philadelphia,PA,19103,,,,,,,,,,,,
303515994,Project Home,Miscellaneous,,,Philadelphia,Open,10/01/2004,(215)232-7272,,,1515 Fairmount Ave,,Philadelphia,PA,19130,,1515 Fairmount Ave,,Philadelphia,PA,19130,,Executive Director,Sr,Mary,,Scullion,,(215)232-7272,,,,
226515532,Project Learn,"Nonpublic, Non-Licensed School",26,Philadelphia IU 26,Philadelphia,Open,10/01/1992,(215)438-3623,,,6525 Germantown Ave,,Philadelphia,PA,19119,2247,6525 Germantown Ave,,Philadelphia,PA,19119,2247,Principal,,Joan,,Fox,,,,,,
300484470,Project of Easton Inc,Miscellaneous,20,Colonial IU 20,Northampton,Open,07/06/1990,(610)258-4361,,,320 Ferry St,,Easton,PA,18042,4539,320 Ferry St,,Easton,PA,18042,4539,Executive Director,Ms,Janice,,Komisor,,(610)258-4361,22,,,
385517680,Project Pride,Act 48 Independent Provider,,,Philadelphia,Open,09/06/2006,(215)934-5551,,,10125 Verree Rd. Suite 300,,Philadelphia,PA,19116,,10125 Verree Rd. Suite 300,,Philadelphia,PA,19116,,,,,,,,,,,,
391513982,Project Pride,Act 48 Independent Provider,,,Philadelphia,Open,09/06/2006,(215)934-5551,,,10125 Verree Rd. Suite 300,,Philadelphia,PA,19116,,10125 Verree Rd. Suite 300,,Philadelphia,PA,19116,,,,,,,,,,,,
352211399,Project SHARE of Carlisle,Miscellaneous,,,Cumberland,Open,05/18/2013,(717)249-7773,,,5 N. Orange Street,Suite 4,Carlisle,PA,17013,,5 N. Orange Street,Suite 4,Carlisle,PA,17013,,Director,Ms,Elaine,,Livas,,(717)249-7773,,,,
386023714,Propel CS Braddock Hills High School Afterschool Program,Miscellaneous,,,Allegheny,Open,02/07/2012,(412)271-4929,,,1500 Yost Boulevard,,Braddock Hills,PA,15221,,1500 Yost Boulevard,,Braddock Hills,PA,15221,,Director,Ms,Rosemary,,Anderson,,(412)271-4929,,,,
160028259,Propel CS-Braddock Hills,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,07/01/2010,(412)325-7305,,,3447 E. Carson Street,Suite 200,Pittsburgh,PA,15203,2150,1500 Yost Blvd,,Pittsburgh,PA,15221,4822,Chief Executive Officer,Dr,Tina,,Chekan,,(412)325-7305,1060,,,
103020005,Propel CS-East,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,07/19/2005,(412)325-7305,,http://www.propelschools.org/school_east.php,3447 East Carson St.,Suite 200,Pittsburgh,PA,15203,,1611 Monroeville Ave.,,Turtle Creek,PA,15145,,Chief Executive Officer,Dr,Tina,,Chekan,,(412)325-7305,1201,,,
103024952,Propel CS-Hazelwood,Charter School                          ,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,07/01/2014,(412)325-7305,,http://www.propelschools.org/school_hazelwood.php,5401 Glenwood Ave,,Pittsburgh,PA,15208,    ,5401 Glenwood Ave,,Pittsburgh,PA,15208,    ,Chief Executive Officer,Dr,Tina,,Chekan,,(412)325-7305,1060,,,
103020002,Propel CS-Homestead,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,07/31/2003,(412)325-7305,100,http://www.propelschools.org/homestead.htm,3447 East Carson St.,Suite 200,Pittsburgh,PA,15203,,129 E. Tenth Avenue,,Homestead,PA,15120,,Chief Executive Officer,Dr,Tina,,Chekan,,,,,,
103020003,Propel CS-McKeesport,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,04/06/2005,(412)325-7305,,,3447 East Carson Street,Suite 200,Pittsburgh,PA,15203,,2412 Versailles Avenue,,McKeesport,PA,15132,,Chief Executive Officer,Dr,Tina,,Chekan,,,,,,
103020004,Propel CS-Montour,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,07/11/2007,(412)325-7305,,http://www.propelschools.org/school_montour.php,3447 East Carson Street,Suite 200,Pittsburgh,PA,15303,,340 Bilmar Drive,,Pittsburgh,PA,15205,,Chief Executive Officer,Dr,Tina,,Chekan,,,,,,
103028192,Propel CS-Northside,Charter School                          ,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,07/01/2011,(412)325-7305,,,3447 East Carson Street,Suite 200,Pittsburgh,PA,15203,2150,1805 Buena Vista Street,,Pittsburgh,PA,15212,,Chief Executive Officer,Dr,Tina,,Chekan,,(412)325-7305,1060,,,
103024162,Propel CS-Pitcairn,Charter School                          ,3,Allegheny IU 3,Allegheny,Open,07/01/2012,(412)325-7305,111,,3447 East Carson Street,Suite 200,Pittsburgh,PA,15203,2150,435 Agatha Street,,Pittsburgh,PA,15140,,Chief Executive Officer,Dr,Tina,,Chekan,,(412)325-7305,1060,,,
904101323,Prospect Community Library,Library,,,Butler,Open,11/15/2000,(724)865-9718,,http://www.butlercounty.com/libraries/prospect/index.htm,357 Main St,,Prospect,PA,16052,,357 Main St,,Prospect,PA,16052,,Director,,Jill, ,Hambley,,(724)865-9718,,,,
300028225,Prospect Elementary,Miscellaneous,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,08/09/1999,,,,3 Cowan St,,Pittsburgh,PA,15211,,3 Cowan St,,Pittsburgh,PA,15211,,,,,,,,,,,,
300364050,Prospect Grove High School,"Licensed, Private Academic School",13,Lancaster-Lebanon IU 13,Lancaster,Open,10/01/1999,(717)285-0424,,,1290 Prospect Rd,,Columbia,PA,17512,,1290 Prospect Rd,,Columbia,PA,17512,,Director,Ms,Kathryn,M,Cretella,,(717)342-1493,,,,
300028235,Prospect Middle,Miscellaneous,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,10/08/1999,,,,161 Prospect St,,Pittsburgh,PA,15211,,161 Prospect St,,Pittsburgh,PA,15211,,,,,,,,,,,,
925230993,Prospect Park Free Library,Library,,,Delaware,Open,11/15/2000,(610)532-4643,,http://www.delco.lib.pa.us/liblist/pp.html,720 Maryland Ave,,Prospect Park,PA,19076,1318,720 Maryland Ave,,Prospect Park,PA,19076,1318,Director,,Mariann,F,Jennings,,(610)532-4643,,,,
344516208,"Protocol Academy, LLC",Miscellaneous,,,Philadelphia,Open,10/15/2014,(215)225-2533,,,2301 West Somerset Street,,Philadelphia,PA,19132,2022,2301 West Somerset Street,,Philadelphia,PA,19132,2022,Director,Ms,Angela,,James,,(215)586-0995,,,,
212286339,Providence Christian Academy,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,Franklin,Open,08/20/2015,(717)298-8090,,,PO Box 369,3583 Scotland Road,Scotland,PA,17254,,3583 Scotland Road,,Scotland,PA,17254,0369,Principal,,Jeffrey,A,Garner,,,,,,
300028090,PROVIDENCE CONNECTIONS INC.,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,03/28/1995,(412)766-3860,,,3113 Brighton Road,,Pittsburgh,PA,15212,2456,3113 Brighton Road,,Pittsburgh,PA,15212,2456,Executive Director,Mrs,Samantha,M,Ellwood,,(412)766-3811,,,,
203024685,Providence Heights Alpha Sch,"Nonpublic, Non-Licensed School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(412)366-4455,,,9000 Babcock Blvd,,Allison Park,PA,15101,2713,9000 Babcock Blvd,,Allison Park,PA,15101,2713,Principal,,Margaret,,Ruefle,,,,,,
323460122,Providence Montessori School House,"Licensed, Private Academic School",23,Montgomery County IU 23,Montgomery,Open,06/28/2019,(610)409-6000,,,2807 Foster Ave,,Eagleville,PA,19408,,115 Second Ave,,Collegeville,PA,19426,,Director,Ms,Melanie,O,Pyrih,,(732)718-1048,,,,
212285803,Providence School - Pidgeon Hill,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,Franklin,Open,10/01/1992,(717)762-6374,,,7760 Burkholder Rd,,Waynesboro,PA,17268,9723,7760 Burkholder Rd,,Waynesboro,PA,17268,9723,Principal,Mr,David,J,Baker,,,,,,
212280000,Providence School Oak Hill Building,"Nonpublic, Non-Licensed School",12,Lincoln IU 12,Franklin,Open,09/07/2005,(717)762-6310,,,3687 Oak Hill Road,,Waynesboro,PA,17268,,3687 Oak Hill Road,,Waynesboro,PA,17268,,Principal,Mr,David,J,Baker,,,,,,
102027560,Provident CS,Charter School                          ,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,06/01/2016,(412)709-5160,,http://www.providentcharterschool.org/,1400 Troy Hill Road,,Pittsburgh,PA,15212,,1400 Troy Hill Road,,Pittsburgh,PA,15212,,Chief Executive Officer,Mr,David,,Zeiler,,(443)534-9417,,,,
305515352,Provision of Grace World Mission Church,Miscellaneous,,,Philadelphia,Open,05/25/2016,(215)767-7575,,,1950 Rockland Street,,Philadelphia,PA,19141,1009,1950 Rockland Street,,Philadelphia,PA,19141,1009,Director,Ms,Sharon,,Pritchette,,(215)767-7575,,,,
902024290,PSP Metrics Library,Library,,,Allegheny,Open,01/20/1998,(412)261-1333,,,"Frick Bldg, Ste 1900",437 Grant St,Pittsburgh,PA,15219,,"Frick Bldg, Ste 1900",437 Grant St,Pittsburgh,PA,15219,,,,,,,,,,,,
334145242,PSU Workforce Education and Development,Act 48 Independent Provider,,,Centre,Open,07/01/2007,(814)863-0805,,http://www.voc.educ.psu.edu,301 Keller Building,,University Park,PA,16802,,301 Keller Building,,University Park,PA,16802,,,,,,,,,,,,
311141738,PSU-Geosciences Department,Act 48 Independent Provider,,,Centre,Open,04/01/2007,(814)865-5782,,,333 Deike Building,Pennsylvania State University,University Park,PA,16802,,333 Deike Building,Pennsylvania State University,University Park,PA,16802,,,,,,,,,,,,
310140005,PSU/Upward Bound/Math & Science Center,Miscellaneous,10,Central IU 10,Centre,Open,06/06/2005,(814)863-4292,,,210 Grange Building,,University Park,PA,16802,,210 Grange Building,,University Park,PA,16802,,,,,,,,,,,,
300250090,Psycho-Social Rehab,"Other Private, Non-Licensed Entity",5,Northwest Tri-County IU 5,Erie,Open,12/08/1992,,,,429 W 6th St,,Erie,PA,16507,1215,429 W 6th St,,Erie,PA,16507,1215,,,,,,,,,,,
326010105,Psychoanalytic Center of Philadelphia,Act 48 Independent Provider,,,Philadelphia,Open,02/10/2006,(215)235-2345,,,3810 Mt. Pleasant Drive,,Philadelphia,PA,19121,,3810 Mt. Pleasant Drive,,Philadelphia,PA,19121,,,,,,,,,,,,
300006609,Psychoeducational Assessment Associates,Act 48 Independent Provider,,,Out-of-State,Open,10/30/2002,,,,2023 Hogan Drive,,Lawrence,KS,66047,,2023 Hogan Drive,,Lawrence,KS,66047,,,,,,,,,,,,
300672027,"Psychological Services of York, LLC",Act 48 Independent Provider,,,York,Open,05/22/2019,(717)870-7925,,,2575 Eastern Boulevard,Suite 204,York,PA,17402,,2575 Eastern Boulevard,Suite 204,York,PA,17402,,,,,,,,,,,,
300028110,Psychological Svc Pittsburgh,Miscellaneous,3,Allegheny IU 3,Allegheny,Open,07/06/1990,,,,429 Forbes Ave,,Pittsburgh,PA,15219,1622,429 Forbes Ave,,Pittsburgh,PA,15219,1622,,,,,,,,,,,
300002332,PUBLIC CONSULTING GROUP,Act 48 Independent Provider,,,Out-of-State,Open,03/31/2018,(617)426-2026,,http://www.publicconsultinggroup.com,148 STATE STREET,,BOSTON,MA,02109,,148 STATE STREET,,BOSTON,MA,02109,,,,,,,,,,,,
346007273,Public Consulting Group,Miscellaneous,,,Out-of-State,Open,04/10/2013,(800)210-6113,,,148 State St 10th Floor,,Boston,MA,02109,,148 State St 10th Floor,,Boston,MA,02109,,Director,Mr,Peter,,Marshall,,(800)210-6113,,,,
379511020,Public Health Management Corporation 1500,Miscellaneous,,,Philadelphia,Open,09/01/2010,(267)773-4403,,,1500 Market Street,Centre Square East,Philadelphia,PA,19102,2100,1500 Market Street,Centre Square East,Philadelphia,PA,19102,2100,Director,Ms,Amanda,,Atkinson,,(215)985-2500,,,,
300006610,"Public Information Resources, Inc.",Act 48 Independent Provider,,,Out-of-State,Open,09/27/2001,(781)449-4010,,,"35 Highland Circle, 1st Floor",,Needham,MA,02494,3099,"35 Highland Circle, 1st Floor",,Needham,MA,02494,3099,,,,,,,,,,,
300516749,Public Interest Law Center of Philadelphia,Act 48 Independent Provider,,,Philadelphia,Open,09/29/2011,(215)627-7100,253,,1709 Benjamin Franklin Parkway,,Philadelphia,PA,19103,,1709 Benjamin Franklin Parkway,,Philadelphia,PA,19103,,,,,,,,,,,,
916600243,Public Library for Union County,Library,,,Union,Open,11/14/2000,(570)523-1172,,http://www.jdweb.com/~pluc/lobo.htm,255 Reitz Blvd,,Lewisburg,PA,17837,9211,255 Reitz Blvd,,Lewisburg,PA,17837,9211,Director,,Roberta, ,Greene,,(570)523-1172,,,,
921390093,Public Library of Catasauqua,Library,,,Lehigh,Open,11/09/2000,(610)264-4151,,,Third & Bridge Sts,P O Box 127,Catasauqua,PA,18032,0127,Third & Bridge Sts,P O Box 127,Catasauqua,PA,18032,0127,Director,,Sandra, ,Arden,,(610)264-4151,,,,
300517820,Public Private Ventures,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,,,,399 Market St,,Philadelphia,PA,19106,2117,399 Market St,,Philadelphia,PA,19106,2117,,,,,,,,,,,
346026122,Puddies Palace LLC,Miscellaneous,,,Allegheny,Open,09/12/2015,(412)241-9470,,,10755 Frankstown Road,,Penn Hills,PA,15235,3040,10755 Frankstown Road,,Penn Hills,PA,15235,3040,Director,Ms,Belinda,,Woods,,(412)298-6276,,,,
300227500,Puerto Rican Org Comm,Miscellaneous,15,Capital Area IU 15,Dauphin,Open,07/06/1990,(717)920-4727,,,301 S 13th St,,Harrisburg,PA,17104,1779,301 S 13th St,,Harrisburg,PA,17104,1779,Executive Director,Ms,Sol,,Vasquez-Otero,,(717)232-7691,11  ,,,
300025390,Pumpkin Patch Preschool Inc,"Licensed, Private Academic School",3,Allegheny IU 3,Allegheny,Open,10/01/1992,(724)457-2029,,,1555 Brodhead Road,,Coraopolis,PA,15108,,1555 Brodhead Road,,Coraopolis,PA,15108,,Director,Ms,Justine,,Roberts,,(412)352-6419,,,,
228323722,Pumpkin Ridge,"Nonpublic, Non-Licensed School",28,ARIN IU 28,Indiana,Open,09/08/2015,(999)999-9999,,,102 Kerr Road,,Smicksburg,PA,16256,,25930 Rt 954 Hwy N,,Smicksburg,PA,16256,,Principal,Mr,Jerry,W,Miller,,,,,,
339679025,PUNKIN PATCH INC DBA PUNKIN PATCH CHILD CARE INC,Miscellaneous,,,York,Open,12/17/2008,(717)244-6617,,,201 SOUTH CHARLES STREET,BOX 4,RED LION,PA,17356,2131,201 SOUTH CHARLES STREET,BOX 4,RED LION,PA,17356,2131,Director,Ms,ALLISON,M,EMSCHWEILER,,,,,,
210177501,Punkin Ridge School,"Nonpublic, Non-Licensed School",10,Central IU 10,Clearfield,Open,08/08/2016,,,,John Yoder,2901 Punkin Ridge Road,Lajose,PA,15753,,2670 Punkin Ridge Road,,Lajose,PA,15753,,Principal,,John,E,Yoder,,,,,,
106338003,Punxsutawney Area SD,School District,6,Riverview IU 6,Jefferson,Open,09/22/1999,(814)938-5151,5001,http://www.punxsy.k12.pa.us,300 Center St,,Punxsutawney,PA,15767,,300 Center St,,Punxsutawney,PA,15767,,Business Manager,Mrs,Susan,H,Robertson,,(814)938-5151,5005,,,
106338003,Punxsutawney Area SD,School District,6,Riverview IU 6,Jefferson,Open,09/22/1999,(814)938-5151,5001,http://www.punxsy.k12.pa.us,300 Center St,,Punxsutawney,PA,15767,,300 Center St,,Punxsutawney,PA,15767,,Superintendent,Dr,Thomas,A,Lesniewski,,(814)938-5151,,09/12/2016,06/30/2021,
206336004,Punxsutawney Christian Sch -Ele Lvl,"Nonpublic, Non-Licensed School",6,Riverview IU 6,Jefferson,Open,10/01/1998,(814)938-2295,,,216 N Jefferson St,,Punxsutawney,PA,15767,0000,216 N Jefferson St,,Punxsutawney,PA,15767,0000,Principal,,Brenda,,Troutman,,,,,,
906330633,Punxsutawney Memorial Library,Library,,,Jefferson,Open,11/15/2000,(814)938-5020,,http://www.punxsutawneylibrary.org,301 East Mahoning St  Ste 4,,Punxsutawney,PA,15767,2198,301 East Mahoning St  Ste 4,,Punxsutawney,PA,15767,2198,Director,,Jessica, ,Lasher,,(814)938-5020,,,,
300517450,Pupil,Miscellaneous,26,Philadelphia IU 26,Philadelphia,Open,07/06/1990,(215)551-6455,,,1127 S Broad St,,Philadelphia,PA,19147,4434,1127 S Broad St,,Philadelphia,PA,19147,4434,Director,Mr,William, ,Cicco,,,,,,
128327303,Purchase Line SD,School District,28,ARIN IU 28,Indiana,Open,07/26/2000,(724)254-4312,4019,http://www.plsd.k12.pa.us,16559 Route 286 Highway E,,Commodore,PA,15729,0374,16559 Route 286 Highway E,,Commodore,PA,15729,0374,Business Manager,Mrs,Abbey,,Romagna,,(724)254-4312,4026,,,
128327303,Purchase Line SD,School District,28,ARIN IU 28,Indiana,Open,07/26/2000,(724)254-4312,4019,http://www.plsd.k12.pa.us,16559 Route 286 Highway E,,Commodore,PA,15729,0374,16559 Route 286 Highway E,,Commodore,PA,15729,0374,Superintendent,Mr,Shawn,L,Ford,,(724)254-4312,4018,09/10/2018,06/30/2022,
300009503,PURE EDGE INC,Act 48 Independent Provider,,,Out-of-State,Open,07/01/2020,(901)679-8657,,,PO BOX 12407,,WILMINGTON,NC,28405,,PO BOX 12407,,WILMINGTON,NC,28405,,,,,,,,,,,,
909240395,"Pure Industries, Inc",Library,,,Elk,Open,09/04/1985,(814)781-1573,,,Library ,441 Hall Ave,St Marys ,PA,15857,,Library ,441 Hall Ave,St Marys ,PA,15857,,,,,,,,,,,,
300007500,Purolator Courier Srvc,Miscellaneous,,,Out-of-State,Open,07/06/1990,,,,Church St Station,,New York,NY,10249,,Church St Station,,New York,NY,10249,,,,,,,,,,,,
415223752,Pushnik Family Library,Library,,,Lebanon,Open,12/16/2005,(717)270-6328,,,735 Cumberland St ,,Lebanon ,PA,17042,,735 Cumberland St ,,Lebanon ,PA,17042,,,,,,,,,,,,
308070007,Pyramid Healthcare,Act 48 Independent Provider,,,Blair,Open,06/13/2003,(814)940-0407,,,PO Box 1153,,Altoona,PA,16603,,PO Box 1153,,Altoona,PA,16603,,,,,,,,,,,,
322093153,Pyramid Healthcare Quakertown,Miscellaneous,22,Bucks County IU 22,Bucks,Open,05/31/2013,(412)897-6785,,,2705 Old Bethlehem Pike,,Quakertown,PA,18951,,2705 Old Bethlehem Pike,,Quakertown,PA,18951,,Education Director,Mr,Matthew,,Thompson,,(412)897-6785,,,,
